Div,Date,Time,Season,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,B365H,B365D,B365A,match_id
E0,1993-08-14,,1993/94,Arsenal,Coventry,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00001
E0,1993-08-14,,1993/94,Aston Villa,QPR,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00002
E0,1993-08-14,,1993/94,Chelsea,Blackburn,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00003
E0,1993-08-14,,1993/94,Liverpool,Sheffield Weds,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00004
E0,1993-08-14,,1993/94,Man City,Leeds,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00005
E0,1993-08-14,,1993/94,Newcastle,Tottenham,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00006
E0,1993-08-14,,1993/94,Oldham,Ipswich,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00007
E0,1993-08-14,,1993/94,Sheffield United,Swindon,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00008
E0,1993-08-14,,1993/94,Southampton,Everton,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00009
E0,1993-08-14,,1993/94,West Ham,Wimbledon,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00010
E0,1993-08-15,,1993/94,Norwich,Man United,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00011
E0,1993-08-16,,1993/94,Tottenham,Arsenal,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00012
E0,1993-08-17,,1993/94,Everton,Man City,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00013
E0,1993-08-17,,1993/94,Ipswich,Southampton,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00014
E0,1993-08-17,,1993/94,Leeds,West Ham,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00015
E0,1993-08-17,,1993/94,Wimbledon,Chelsea,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00016
E0,1993-08-18,,1993/94,Blackburn,Norwich,2.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00017
E0,1993-08-18,,1993/94,Coventry,Newcastle,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00018
E0,1993-08-18,,1993/94,Man United,Sheffield United,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00019
E0,1993-08-18,,1993/94,QPR,Liverpool,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00020
E0,1993-08-18,,1993/94,Sheffield Weds,Aston Villa,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00021
E0,1993-08-18,,1993/94,Swindon,Oldham,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00022
E0,1993-08-21,,1993/94,Blackburn,Oldham,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00023
E0,1993-08-21,,1993/94,Coventry,West Ham,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00024
E0,1993-08-21,,1993/94,Everton,Sheffield United,4.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00025
E0,1993-08-21,,1993/94,Ipswich,Chelsea,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00026
E0,1993-08-21,,1993/94,Leeds,Norwich,0.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00027
E0,1993-08-21,,1993/94,Man United,Newcastle,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00028
E0,1993-08-21,,1993/94,QPR,Southampton,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00029
E0,1993-08-21,,1993/94,Sheffield Weds,Arsenal,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00030
E0,1993-08-21,,1993/94,Tottenham,Man City,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00031
E0,1993-08-21,,1993/94,Wimbledon,Aston Villa,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00032
E0,1993-08-22,,1993/94,Swindon,Liverpool,0.0,5.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00033
E0,1993-08-23,,1993/94,Aston Villa,Man United,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00034
E0,1993-08-24,,1993/94,Arsenal,Leeds,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00035
E0,1993-08-24,,1993/94,Man City,Blackburn,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00036
E0,1993-08-24,,1993/94,Oldham,Coventry,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00037
E0,1993-08-24,,1993/94,Sheffield United,Wimbledon,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00038
E0,1993-08-25,,1993/94,Chelsea,QPR,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00039
E0,1993-08-25,,1993/94,Liverpool,Tottenham,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00040
E0,1993-08-25,,1993/94,Newcastle,Everton,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00041
E0,1993-08-25,,1993/94,Norwich,Ipswich,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00042
E0,1993-08-25,,1993/94,Southampton,Swindon,5.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00043
E0,1993-08-25,,1993/94,West Ham,Sheffield Weds,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00044
E0,1993-08-27,,1993/94,Man City,Coventry,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00045
E0,1993-08-28,,1993/94,Arsenal,Everton,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00046
E0,1993-08-28,,1993/94,Aston Villa,Tottenham,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00047
E0,1993-08-28,,1993/94,Chelsea,Sheffield Weds,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00048
E0,1993-08-28,,1993/94,Liverpool,Leeds,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00049
E0,1993-08-28,,1993/94,Norwich,Swindon,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00050
E0,1993-08-28,,1993/94,Oldham,Wimbledon,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00051
E0,1993-08-28,,1993/94,Sheffield United,Ipswich,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00052
E0,1993-08-28,,1993/94,Southampton,Man United,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00053
E0,1993-08-28,,1993/94,West Ham,QPR,0.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00054
E0,1993-08-29,,1993/94,Newcastle,Blackburn,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00055
E0,1993-08-30,,1993/94,Leeds,Oldham,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00056
E0,1993-08-31,,1993/94,Everton,Aston Villa,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00057
E0,1993-08-31,,1993/94,Ipswich,Newcastle,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00058
E0,1993-08-31,,1993/94,Wimbledon,Southampton,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00059
E0,1993-09-01,,1993/94,Blackburn,Arsenal,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00060
E0,1993-09-01,,1993/94,Coventry,Liverpool,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00061
E0,1993-09-01,,1993/94,Man United,West Ham,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00062
E0,1993-09-01,,1993/94,QPR,Sheffield United,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00063
E0,1993-09-01,,1993/94,Sheffield Weds,Norwich,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00064
E0,1993-09-01,,1993/94,Swindon,Man City,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00065
E0,1993-09-01,,1993/94,Tottenham,Chelsea,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00066
E0,1993-09-11,,1993/94,Arsenal,Ipswich,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00067
E0,1993-09-11,,1993/94,Aston Villa,Coventry,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00068
E0,1993-09-11,,1993/94,Chelsea,Man United,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00069
E0,1993-09-11,,1993/94,Man City,QPR,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00070
E0,1993-09-11,,1993/94,Norwich,Wimbledon,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00071
E0,1993-09-11,,1993/94,Oldham,Everton,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00072
E0,1993-09-11,,1993/94,Sheffield United,Tottenham,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00073
E0,1993-09-11,,1993/94,Southampton,Leeds,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00074
E0,1993-09-11,,1993/94,West Ham,Swindon,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00075
E0,1993-09-12,,1993/94,Liverpool,Blackburn,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00076
E0,1993-09-13,,1993/94,Newcastle,Sheffield Weds,4.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00077
E0,1993-09-18,,1993/94,Blackburn,West Ham,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00078
E0,1993-09-18,,1993/94,Coventry,Chelsea,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00079
E0,1993-09-18,,1993/94,Everton,Liverpool,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00080
E0,1993-09-18,,1993/94,Ipswich,Aston Villa,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00081
E0,1993-09-18,,1993/94,Leeds,Sheffield United,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00082
E0,1993-09-18,,1993/94,QPR,Norwich,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00083
E0,1993-09-18,,1993/94,Sheffield Weds,Southampton,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00084
E0,1993-09-18,,1993/94,Swindon,Newcastle,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00085
E0,1993-09-18,,1993/94,Tottenham,Oldham,5.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00086
E0,1993-09-19,,1993/94,Man United,Arsenal,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00087
E0,1993-09-20,,1993/94,Wimbledon,Man City,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00088
E0,1993-09-25,,1993/94,Arsenal,Southampton,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00089
E0,1993-09-25,,1993/94,Blackburn,Sheffield Weds,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00090
E0,1993-09-25,,1993/94,Chelsea,Liverpool,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00091
E0,1993-09-25,,1993/94,Coventry,Leeds,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00092
E0,1993-09-25,,1993/94,Everton,Norwich,1.0,5.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00093
E0,1993-09-25,,1993/94,Man United,Swindon,4.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00094
E0,1993-09-25,,1993/94,Newcastle,West Ham,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00095
E0,1993-09-25,,1993/94,Oldham,Aston Villa,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00096
E0,1993-09-25,,1993/94,Sheffield United,Man City,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00097
E0,1993-09-26,,1993/94,Ipswich,Tottenham,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00098
E0,1993-09-27,,1993/94,Wimbledon,QPR,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00099
E0,1993-10-02,,1993/94,Aston Villa,Newcastle,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00100
E0,1993-10-02,,1993/94,Leeds,Wimbledon,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00101
E0,1993-10-02,,1993/94,Liverpool,Arsenal,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00102
E0,1993-10-02,,1993/94,Norwich,Coventry,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00103
E0,1993-10-02,,1993/94,QPR,Ipswich,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00104
E0,1993-10-02,,1993/94,Sheffield Weds,Man United,2.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00105
E0,1993-10-02,,1993/94,Southampton,Sheffield United,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00106
E0,1993-10-02,,1993/94,Swindon,Blackburn,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00107
E0,1993-10-02,,1993/94,West Ham,Chelsea,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00108
E0,1993-10-03,,1993/94,Tottenham,Everton,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00109
E0,1993-10-04,,1993/94,Man City,Oldham,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00110
E0,1993-10-16,,1993/94,Arsenal,Man City,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00111
E0,1993-10-16,,1993/94,Chelsea,Norwich,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00112
E0,1993-10-16,,1993/94,Coventry,Southampton,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00113
E0,1993-10-16,,1993/94,Liverpool,Oldham,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00114
E0,1993-10-16,,1993/94,Man United,Tottenham,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00115
E0,1993-10-16,,1993/94,Newcastle,QPR,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00116
E0,1993-10-16,,1993/94,Sheffield Weds,Wimbledon,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00117
E0,1993-10-16,,1993/94,Swindon,Everton,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00118
E0,1993-10-16,,1993/94,West Ham,Aston Villa,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00119
E0,1993-10-17,,1993/94,Ipswich,Leeds,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00120
E0,1993-10-18,,1993/94,Blackburn,Sheffield United,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00121
E0,1993-10-23,,1993/94,Aston Villa,Chelsea,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00122
E0,1993-10-23,,1993/94,Everton,Man United,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00123
E0,1993-10-23,,1993/94,Leeds,Blackburn,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00124
E0,1993-10-23,,1993/94,Man City,Liverpool,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00125
E0,1993-10-23,,1993/94,Norwich,West Ham,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00126
E0,1993-10-23,,1993/94,Oldham,Arsenal,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00127
E0,1993-10-23,,1993/94,QPR,Coventry,5.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00128
E0,1993-10-23,,1993/94,Sheffield United,Sheffield Weds,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00129
E0,1993-10-23,,1993/94,Tottenham,Swindon,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00130
E0,1993-10-24,,1993/94,Southampton,Newcastle,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00131
E0,1993-10-25,,1993/94,Wimbledon,Ipswich,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00132
E0,1993-10-30,,1993/94,Arsenal,Norwich,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00133
E0,1993-10-30,,1993/94,Blackburn,Tottenham,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00134
E0,1993-10-30,,1993/94,Chelsea,Oldham,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00135
E0,1993-10-30,,1993/94,Ipswich,Everton,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00136
E0,1993-10-30,,1993/94,Liverpool,Southampton,4.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00137
E0,1993-10-30,,1993/94,Man United,QPR,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00138
E0,1993-10-30,,1993/94,Newcastle,Wimbledon,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00139
E0,1993-10-30,,1993/94,Sheffield Weds,Leeds,3.0,3.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00140
E0,1993-10-30,,1993/94,Swindon,Aston Villa,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00141
E0,1993-10-31,,1993/94,Coventry,Sheffield United,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00142
E0,1993-11-01,,1993/94,West Ham,Man City,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00143
E0,1993-11-06,,1993/94,Arsenal,Aston Villa,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00144
E0,1993-11-06,,1993/94,Coventry,Everton,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00145
E0,1993-11-06,,1993/94,Ipswich,Sheffield Weds,1.0,4.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00146
E0,1993-11-06,,1993/94,Leeds,Chelsea,4.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00147
E0,1993-11-06,,1993/94,Liverpool,West Ham,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00148
E0,1993-11-06,,1993/94,QPR,Blackburn,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00149
E0,1993-11-06,,1993/94,Sheffield United,Norwich,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00150
E0,1993-11-06,,1993/94,Southampton,Tottenham,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00151
E0,1993-11-06,,1993/94,Wimbledon,Swindon,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00152
E0,1993-11-07,,1993/94,Man City,Man United,2.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00153
E0,1993-11-08,,1993/94,Oldham,Newcastle,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00154
E0,1993-11-20,,1993/94,Aston Villa,Sheffield United,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00155
E0,1993-11-20,,1993/94,Blackburn,Southampton,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00156
E0,1993-11-20,,1993/94,Chelsea,Arsenal,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00157
E0,1993-11-20,,1993/94,Everton,QPR,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00158
E0,1993-11-20,,1993/94,Man United,Wimbledon,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00159
E0,1993-11-20,,1993/94,Norwich,Man City,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00160
E0,1993-11-20,,1993/94,Sheffield Weds,Coventry,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00161
E0,1993-11-20,,1993/94,Swindon,Ipswich,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00162
E0,1993-11-20,,1993/94,Tottenham,Leeds,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00163
E0,1993-11-20,,1993/94,West Ham,Oldham,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00164
E0,1993-11-21,,1993/94,Newcastle,Liverpool,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00165
E0,1993-11-22,,1993/94,Chelsea,Man City,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00166
E0,1993-11-23,,1993/94,Blackburn,Coventry,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00167
E0,1993-11-23,,1993/94,Everton,Leeds,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00168
E0,1993-11-24,,1993/94,Aston Villa,Southampton,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00169
E0,1993-11-24,,1993/94,Man United,Ipswich,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00170
E0,1993-11-24,,1993/94,Newcastle,Sheffield United,4.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00171
E0,1993-11-24,,1993/94,Sheffield Weds,Oldham,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00172
E0,1993-11-24,,1993/94,Swindon,QPR,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00173
E0,1993-11-24,,1993/94,Tottenham,Wimbledon,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00174
E0,1993-11-24,,1993/94,West Ham,Arsenal,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00175
E0,1993-11-27,,1993/94,Arsenal,Newcastle,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00176
E0,1993-11-27,,1993/94,Coventry,Man United,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00177
E0,1993-11-27,,1993/94,Ipswich,Blackburn,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00178
E0,1993-11-27,,1993/94,Leeds,Swindon,3.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00179
E0,1993-11-27,,1993/94,Man City,Sheffield Weds,1.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00180
E0,1993-11-27,,1993/94,Oldham,Norwich,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00181
E0,1993-11-27,,1993/94,QPR,Tottenham,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00182
E0,1993-11-27,,1993/94,Sheffield United,Chelsea,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00183
E0,1993-11-27,,1993/94,Wimbledon,Everton,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00184
E0,1993-11-28,,1993/94,Liverpool,Aston Villa,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00185
E0,1993-11-29,,1993/94,Southampton,West Ham,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00186
E0,1993-12-04,,1993/94,Coventry,Arsenal,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00187
E0,1993-12-04,,1993/94,Everton,Southampton,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00188
E0,1993-12-04,,1993/94,Ipswich,Oldham,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00189
E0,1993-12-04,,1993/94,Leeds,Man City,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00190
E0,1993-12-04,,1993/94,Man United,Norwich,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00191
E0,1993-12-04,,1993/94,QPR,Aston Villa,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00192
E0,1993-12-04,,1993/94,Sheffield Weds,Liverpool,3.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00193
E0,1993-12-04,,1993/94,Swindon,Sheffield United,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00194
E0,1993-12-04,,1993/94,Tottenham,Newcastle,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00195
E0,1993-12-04,,1993/94,Wimbledon,West Ham,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00196
E0,1993-12-05,,1993/94,Blackburn,Chelsea,2.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00197
E0,1993-12-06,,1993/94,Arsenal,Tottenham,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00198
E0,1993-12-07,,1993/94,Oldham,Swindon,2.0,1.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00199
E0,1993-12-07,,1993/94,Sheffield United,Man United,0.0,3.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00200
E0,1993-12-08,,1993/94,Aston Villa,Sheffield Weds,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00201
E0,1993-12-08,,1993/94,Liverpool,QPR,3.0,2.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00202
E0,1993-12-08,,1993/94,Man City,Everton,1.0,0.0,H,,,,,,,,,,,,,,,,,,,,,,EPL-00203
E0,1993-12-08,,1993/94,Southampton,Ipswich,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00204
E0,1993-12-08,,1993/94,West Ham,Leeds,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00205
E0,1993-12-11,,1993/94,Aston Villa,Wimbledon,0.0,1.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00206
E0,1993-12-11,,1993/94,Chelsea,Ipswich,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00207
E0,1993-12-11,,1993/94,Liverpool,Swindon,2.0,2.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00208
E0,1993-12-11,,1993/94,Man City,Tottenham,0.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00209
E0,1993-12-11,,1993/94,Newcastle,Man United,1.0,1.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00210
E0,1993-12-11,,1993/94,Oldham,Blackburn,1.0,2.0,A,,,,,,,,,,,,,,,,,,,,,,EPL-00211
E0,1993-12-11,,1993/94,Sheffield United,Everton,0.0,0.0,D,,,,,,,,,,,,,,,,,,,,,,EPL-00212
